pmcid,doi,title,journal,pubdate,pub_year,criteria_era,article_type_inferred,included,exclusion_reason,num_patients,age_numeric,age_descriptive,age_original_quote,age_range_mapped,age_midpoint_for_analysis,age_group,age_unit_original,sex,has_eds,has_pots,has_mcas,has_mastocytosis,triad_present,diagnostic_criteria_cited,beighton_score,symptoms_detected,terminology_used,extraction_method,extraction_date,eds_subtype,has_heds,has_non_heds_eds,eds_negated
PMC10294281,10.1159/000530423,Multiple Dermatomyofibromas in a Patient with Ehlers-Danlos Syndrome.,Case Rep Dermatol,2023 Jan-Dec,2023,post-2017 (2017 international classification),case_report,True,,100,41,,"Case ReportA 41-year-old patient with a past medical history significant for EDS, without subtyping at this time, initially presented to our clinic in 2012 for assessment of numerous spontaneously forming dark, indurated lesions across the chest.",,41,adult (30-44),years,,True,False,False,False,False,,,joint_hypermobility; chronic_pain; skin_hyperextensibility; easy_bruising; mitral_valve_prolapse,,rule_based_v3,2026-04-16T20:48:03.099970,hEDS_HSD,True,False,False
PMC10298114,10.3390/genes14061173,Spinal Deformity in Ehlers-Danlos Syndrome: Focus on Musculocontractural Type.,Genes (Basel),2023 May 27,2023,post-2017 (2017 international classification),animal_study,True,,58,19,,"2% of children aged 8 to 15, according to various studies [10,11,12].",,19,young adult (18-29),years,female,True,False,False,False,False,2017 international classification,,joint_hypermobility; subluxations_dislocations; skin_hyperextensibility; fatigue,EDS type III,rule_based_v3,2026-04-16T20:48:03.166273,hEDS_HSD,True,False,False
PMC10208411,10.3389/fresc.2023.1122673,"Female reproductive health impacts of Long COVID and associated illnesses including ME/CFS, POTS, and connective tissue disorders: a literature review.",Front Rehabil Sci,2023,2023,post-2017 (2017 international classification),review_or_study,True,,1,34,,"Based on transvaginal ultrasound examination and follicle-stimulating hormone (FSH) testing, POI was reported in a 34-year-old patient who had been experiencing irregular menstrual cycles and abnormally low bleeding since COVID-19 infection 12 months prior (22).",,34,adult (30-44),years,female,True,True,True,False,True,,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; syncope; skin_hyperextensibility; fatigue; headache_migraine,hEDS; JHS; POTS; postural tachycardia syndrome; dysautonomia; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:03.314507,hEDS_HSD,True,False,False
PMC10149087,10.7759/cureus.36961,Manual Therapy and Exercise for the Management of Chronic Neck Pain With Multiple Neurovascular Comorbidities: A Case Report.,Cureus,2023 Mar,2023,post-2017 (2017 international classification),case_report,True,,1,22,,"A 22-year-old female college student presented with a chief complaint of chronic, non-specific neck pain with comorbid Chiari malformation, migraines, upper cervical spinal fusion, Ehlers-Danlos syndrome (EDS), and postural orthostatic tachycardia syndrome (POTS) to an outpatient physical therapy cl...",,22,young adult (18-29),years,female,True,True,False,False,False,,,joint_hypermobility; chronic_pain; tachycardia; headache_migraine; chiari,hypermobile EDS; JHS; POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:03.451092,EDS_mentioned_but_excluded,False,False,True
PMC9981282,10.1155/2023/6863711,Pelvic Organ Prolapse in Ehlers-Danlos Syndrome.,Case Rep Urol,2023,2023,post-2017 (2017 international classification),review_or_study,True,,1,19,,"Case 1A 19-year-old G0P0 female with Ehlers-Danlos syndrome (EDS) type III and postural orthostatic tachycardia syndrome (POTS) presented with a history of chronic pelvic pain, symptomatic vaginal bulge/pressure, and pelvic muscle spasms.",,19,young adult (18-29),years,female,True,True,False,False,False,,,joint_hypermobility; chronic_pain; tachycardia; skin_hyperextensibility; fatigue; gi_symptoms; neuropathy; palpitations,EDS type III; hypermobile EDS; POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:03.516241,EDS_mentioned_but_excluded,False,False,True
PMC9980260,10.1101/2023.02.24.23286404,"Sensory profiling in classical Ehlers-Danlos syndrome: a case-control study revealing pain characteristics, somatosensory changes, and impaired pain modulation.",medRxiv,2023 Feb 26,2023,post-2017 (2017 international classification),animal_study,True,,23,65,,Dutch-speaking males and females between 18 and 65 years of age were eligible for study participation.,,65,older adult (60-74),years,,True,False,False,False,False,Beighton,4,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; neuropathy; medication_sensitivity,hEDS; HSD,rule_based_v3,2026-04-16T20:48:03.630529,hEDS_HSD,True,False,False
PMC9842784,10.1002/ccr3.6821,The value of dynamic elastomeric fabric orthoses in the management of a complex hypermobile Ehlers-Danlos syndrome patient: A case report.,Clin Case Rep,2023 Jan,2023,post-2017 (2017 international classification),clinical_study,True,,47,22,,"25

 2CASE HISTORY AND EXAMINATIONThe patient was a 22-year-old female Caucasian (height 160 cm, weight 70 kg) living in the United Kingdom with bilateral developmental dysplasia of the hip (DDH) with a radiographic Lateral Centre Edge Angle (LCEA) of 15° on the right and 17°.",,22,young adult (18-29),years,female,True,True,True,False,True,2017 international classification; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; tachycardia; syncope; easy_bruising; fatigue; gi_symptoms; palpitations,hEDS; hypermobile EDS; HSD; POTS; postural tachycardia syndrome; dysautonomia; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:03.679992,hEDS_HSD,True,False,False
PMC9649364,10.1016/j.radcr.2022.10.038,Cleidocranial dysplasia with hypermobile Ehlers-Danlos syndrome: A case report.,Radiol Case Rep,2023 Jan,2023,post-2017 (2017 international classification),case_report,True,,1,31,,"This case report describes a 31-year-old male with CCD with several unusual symptoms like generalized joint hypermobility, skin laxity, and smooth skin, which leads to set a diagnosis of hypermobile Ehlers-Danlos syndrome (hEDS).",,31,adult (30-44),years,male,True,False,False,False,False,Brighton,,joint_hypermobility; subluxations_dislocations,hEDS; hypermobile EDS; JHS,rule_based_v3,2026-04-16T20:48:03.935446,hEDS_HSD,True,False,False
PMC12462795,10.5152/eurjrheum.2022.21108,Autoimmune/inflammatory syndrome induced by adjuvants (ASIA) with postural orthostatic tachycardia syndrome after silicone breast implantation: Case report.,Eur J Rheumatol,2023 Jan,2023,post-2017 (2017 international classification),case_report,True,,1,49,,"Case PresentationCase 1A 49-year-old female patient submitted to an SBI in 2003, initiated diffuse pain, severe fatigue, myalgias, arthritis, and episodes of sudden tachycardia compatible with POTS.",,49,middle aged (45-59),years,female,False,True,False,False,False,,,tachycardia; fatigue,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:15.219461,,False,False,False
PMC11270463,10.31083/j.rcm2401028,Cardiovascular Disease in Post-Acute COVID-19 Syndrome: A Comprehensive Review of Pathophysiology and Diagnosis Approach.,Rev Cardiovasc Med,2023 Jan,2023,post-2017 (2017 international classification),animal_study,True,,19,14,,"The duration of mechanical support ranged from 1 to 59 
days, with an average of 14.",,14,adolescent (12-17),years,,False,True,False,False,False,,,tachycardia; fatigue; gi_symptoms; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:16.570363,,False,False,False
PMC10762669,10.15420/aer.2023.20,Non-invasive Vagus Nerve Simulation in Postural Orthostatic Tachycardia Syndrome.,Arrhythm Electrophysiol Rev,2023,2023,post-2017 (2017 international classification),review_or_study,True,,19,,,,,,,years,,True,True,True,False,True,,,orthostatic_intolerance; tachycardia; fatigue; neuropathy,POTS; postural tachycardia syndrome; dysautonomia; MCAD,rule_based_v3,2026-04-16T20:48:17.753340,EDS_unspecified,True,False,False
PMC10755912,10.3389/fneur.2023.1321350,Evaluation and management of orthostatic headache in hypermobility disorders.,Front Neurol,2023,2023,post-2017 (2017 international classification),review_or_study,True,,1,,child,"Postural orthostatic tachycardia syndromePostural orthostatic tachycardia syndrome is an autonomic disorder most common in child-bearing age females, characterized by orthostatic tachycardia causing but not limited to: dizziness, presyncope, palpitations, fatigue, decreased concentration, tremulousn...",3-12 years,7.5,childhood (5-11),years,,True,True,False,False,False,,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,hypermobile EDS; HSD; POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:18.137726,hEDS_HSD,True,False,False
PMC10481607,10.1186/s42234-023-00121-6,Impaired parasympathetic function in long-COVID postural orthostatic tachycardia syndrome - a case-control study.,Bioelectron Med,2023 Sep 6,2023,post-2017 (2017 international classification),animal_study,True,,1,,,,,,,years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:18.387146,,False,False,False
PMC10467287,10.3389/fneur.2023.1221518,Postural orthostatic tachycardia syndrome and other related dysautonomic disorders after SARS-CoV-2 infection and after COVID-19 messenger RNA vaccination.,Front Neurol,2023,2023,post-2017 (2017 international classification),clinical_study,True,,19,12,,,,12,adolescent (12-17),years,female,False,True,False,False,False,,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; urticaria; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,JHS; POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:18.611966,,False,False,False
PMC10464593,10.1093/ehjcr/ytad390,Case report of long-term postural tachycardia syndrome in a patient after messenger RNA coronavirus disease-19 vaccination with mRNA-1273.,Eur Heart J Case Rep,2023 Aug,2023,post-2017 (2017 international classification),case_report,True,,1,54,,"Case summaryA 54-year-old female patient presented with a 9-months history of severe orthostatic intolerance since COVID-19 vaccination with messenger RNA (mRNA)-1273 (Spikevax, Moderna).",,54,middle aged (45-59),years,female,True,True,True,False,True,,,joint_hypermobility; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome; MCAD,rule_based_v3,2026-04-16T20:48:18.626511,hEDS_HSD,True,False,False
PMC10382909,10.7759/cureus.41124,Postural Orthostatic Tachycardia Syndrome in Spinal Cord Injury.,Cureus,2023 Jun,2023,post-2017 (2017 international classification),review_or_study,True,,1,50,,"The majority of POTS patients are between 13 and 50 years of age, with a female-to-male ratio of 4-5:1.",,50,middle aged (45-59),years,male,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:18.700741,,False,False,False
PMC10357168,10.3233/HAB-220013,Postural orthostatic tachycardia syndrome-like symptoms following COVID-19 vaccination: An overview of clinical literature.,Hum Antibodies,2023,2023,post-2017 (2017 international classification),case_report,True,,18,40,,Table 1Characteristics of patients reported to have developed POTS-like symptoms following COVID-19 VaccinationPatient 1Patient 2Patient 3Patient 4Patient 5Patient 6Age40 years42 years46 years37 years21 years46 yearsGenderMaleMaleFemaleFemaleFemaleFemaleCountrySouth KoreaUSAUSAUSAUSAUSAFirst doseMod...,,40,adult (30-44),years,,True,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; urticaria; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:18.799658,EDS_unspecified,True,False,False
PMC10332885,10.7759/cureus.40235,COVID-19-Induced Postural Orthostatic Tachycardia Syndrome and Dysautonomia.,Cureus,2023 Jun,2023,post-2017 (2017 international classification),case_report,True,,1,53,,"We present a case of a 53-year-old woman who was diagnosed with POTS following extensive autoimmune workup, who was also status post-severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.",,53,middle aged (45-59),years,female,False,True,True,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia; MCAD,rule_based_v3,2026-04-16T20:48:18.819594,,False,False,False
PMC10259876,10.7759/cureus.38887,Choices and Challenges With Drug Therapy in Postural Orthostatic Tachycardia Syndrome: A Systematic Review.,Cureus,2023 May,2023,post-2017 (2017 international classification),clinical_study,True,,50,18,,"To meet the criteria for diagnosis, the symptoms should have existed for a chronic duration and a minimum heart rate change of 30 beats per minute in patients aged 18 years or more and 40 beats per minute in adolescents within 10 minutes of upright posture [6].",,18,young adult (18-29),years,,True,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:18.882648,EDS_mentioned_but_excluded,False,False,True
PMC10224806,10.1093/oxfimm/iqad002,Autoimmunity in Long Covid and POTS.,Oxf Open Immunol,2023,2023,post-2017 (2017 international classification),clinical_study,True,,13,19,,"Such conditions include POTS (defined as orthostatic symptoms, a sustained heart rate rise of >30 bpm [or >40 bpm in individuals under 19 years of age]) on standing, without a reduction in blood pressure [32].",,19,young adult (18-29),years,female,False,True,True,True,False,MCAS consensus criteria,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; urticaria; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia; MCAS; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:18.945879,,False,False,False
